日付,all,Mon,Tue,Wed,Thu,Fri,Num_Mon,Num_Tue,Num_Wed,Num_Thu,Num_Fri
01:25:00,1.3,,,1.3,1.7,1.7,0,0,1,1,1
01:26:00,1.2833333333333334,,,1.5,1.6,1.5,0,0,1,1,1
01:27:00,1.3666666666666665,,,1.3,2.1,1.7,0,0,1,1,1
01:28:00,1.1800000000000002,,,1.1,1.6,1.1,0,0,1,1,1
01:29:00,1.3599999999999999,,,2.1,1.2,1.4,0,0,1,1,1
01:30:00,1.4600000000000002,,,1.9,1.7,1.6,0,0,1,1,1
01:31:00,1.46,,,2.3,1.5,1.4,0,0,1,1,1
01:32:00,1.5,,,2.1,1.8,1.5,0,0,1,1,1
01:33:00,1.6600000000000001,,,2.3,2.5,1.4,0,0,1,1,1
01:34:00,1.5750000000000002,,,2.7,,1.5,0,0,1,0,1
01:35:00,1.65,,,3.1,,1.4,0,0,1,0,1
01:36:00,1.2333333333333334,,,,,1.6,0,0,0,0,1
01:37:00,1.1666666666666667,,,,,1.4,0,0,0,0,1
01:38:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
01:39:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
01:40:00,1.05,,,,,1.0,0,0,0,0,1
01:41:00,1.2000000000000002,,,,,1.3,0,0,0,0,1
01:42:00,1.25,,,,,1.4,0,0,0,0,1
01:43:00,1.3,1.7,,,,1.1,1,0,0,0,1
01:44:00,1.3666666666666665,1.0,,,,2.0,1,0,0,0,1
01:45:00,1.3,1.4,,,,1.4,1,0,0,0,1
01:46:00,1.2,1.2,,,,1.3,1,0,0,0,1
01:47:00,1.3333333333333333,1.2,,,,1.7,1,0,0,0,1
01:48:00,1.2,1.0,,,,1.5,1,0,0,0,1
01:49:00,1.1333333333333335,1.0,,,,1.3,1,0,0,0,1
01:50:00,1.2,1.0,,,,1.5,1,0,0,0,1
01:51:00,1.175,1.0,,1.0,,1.6,1,0,1,0,1
01:52:00,1.1333333333333335,1.0,,,,1.3,1,0,0,0,1
01:53:00,1.3666666666666665,1.4,,,,1.6,1,0,0,0,1
01:54:00,1.3666666666666665,1.5,,,,1.5,1,0,0,0,1
01:55:00,1.1333333333333335,1.0,,,,1.3,1,0,0,0,1
01:56:00,1.2,1.0,,,,1.5,1,0,0,0,1
01:57:00,1.4500000000000002,,,,,1.8,0,0,0,0,1
01:58:00,1.2000000000000002,,,,,1.3,0,0,0,0,1
01:59:00,1.35,,,,,1.6,0,0,0,0,1
02:00:00,1.2000000000000002,,,,,1.3,0,0,0,0,1
02:01:00,1.25,,,,,1.4,0,0,0,0,1
02:02:00,1.1,,,,,,0,0,0,0,0
02:03:00,1.1,,,,,,0,0,0,0,0
02:04:00,1.1,,,,,,0,0,0,0,0
02:05:00,1.1,,,,,,0,0,0,0,0
02:06:00,1.1,,,,,,0,0,0,0,0
02:07:00,1.1,,,,,,0,0,0,0,0
02:08:00,1.1,,,,,,0,0,0,0,0
02:09:00,1.1,,,,,,0,0,0,0,0
02:10:00,1.1,,,,,,0,0,0,0,0
02:11:00,1.1,,,,,,0,0,0,0,0
02:12:00,1.1,,,,,,0,0,0,0,0
02:13:00,1.1,,,,,1.1,0,0,0,0,1
02:14:00,1.2666666666666666,,,,,1.7,0,0,0,0,1
02:15:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
02:16:00,1.2,,,,,1.5,0,0,0,0,1
02:17:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
02:18:00,1.3,,,,,1.8,0,0,0,0,1
02:19:00,1.1,,,,,1.1,0,0,0,0,1
02:20:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
02:21:00,1.0666666666666667,,,,,1.0,0,0,0,0,1
02:22:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:23:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:24:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:25:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:26:00,1.0666666666666667,,,,,1.0,0,0,0,0,1
02:27:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:28:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:29:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:30:00,1.3333333333333333,,,,,1.9,0,0,0,0,1
02:31:00,1.5666666666666667,,,,,2.6,0,0,0,0,1
02:32:00,1.4333333333333336,,,,,2.2,0,0,0,0,1
02:33:00,1.5,,,,,2.4,0,0,0,0,1
02:34:00,1.5666666666666667,,,,,2.6,0,0,0,0,1
02:35:00,1.6000000000000003,,,,,2.7,0,0,0,0,1
02:36:00,1.3666666666666665,,,,,2.0,0,0,0,0,1
02:37:00,1.55,,,,,2.0,0,0,0,0,1
02:38:00,1.4,,,,,1.7,0,0,0,0,1
02:39:00,1.25,,,,,1.4,0,0,0,0,1
02:40:00,1.05,,,,,1.0,0,0,0,0,1
02:41:00,1.1,,,,,1.1,0,0,0,0,1
02:42:00,1.05,,,,,1.0,0,0,0,0,1
02:43:00,1.3,,,,,1.5,0,0,0,0,1
02:44:00,1.05,,,,,1.0,0,0,0,0,1
02:45:00,1.2000000000000002,,,,,1.3,0,0,0,0,1
02:46:00,1.1,,,,,1.1,0,0,0,0,1
02:47:00,1.1,,,,,1.1,0,0,0,0,1
02:48:00,1.1666666666666667,,,,,1.4,0,0,0,0,1
02:49:00,1.0999999999999999,,,,,1.2,0,0,0,0,1
02:50:00,1.0666666666666667,,,,,1.1,0,0,0,0,1
02:51:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:52:00,1.2666666666666666,,,,,1.7,0,0,0,0,1
02:53:00,1.0999999999999999,,,,,1.2,0,0,0,0,1
02:54:00,1.0666666666666667,,,,,1.1,0,0,0,0,1
02:55:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
02:56:00,1.0333333333333334,,,,,1.0,0,0,0,0,1
02:57:00,1.2,,,,,1.5,0,0,0,0,1
02:58:00,1.2666666666666666,,,,,1.7,0,0,0,0,1
02:59:00,1.1666666666666667,,,,,1.4,0,0,0,0,1
03:00:00,1.1333333333333335,,,,,1.3,0,0,0,0,1
03:01:00,1.0666666666666667,,,,,1.1,0,0,0,0,1
03:02:00,1.0999999999999999,,,,,1.2,0,0,0,0,1
03:03:00,1.0999999999999999,,,,,1.2,0,0,0,0,1
03:04:00,1.0666666666666667,,,,,1.1,0,0,0,0,1
03:05:00,1.1,,,,,1.15,0,0,0,0,2
03:06:00,1.2,,,,,1.35,0,0,0,0,2
03:07:00,1.05,,,,,1.05,0,0,0,0,2
03:08:00,1.025,,,,,1.0,0,0,0,0,2
03:09:00,1.3,,,,,1.55,0,0,0,0,2
03:10:00,1.35,,,,,1.65,0,0,0,0,2
03:11:00,1.4500000000000002,,,,,1.85,0,0,0,0,2
03:12:00,1.125,,,,,1.2,0,0,0,0,2
03:13:00,1.3,,,,,1.4,0,0,0,0,2
03:14:00,1.8,,,,,2.15,0,0,0,0,2
03:15:00,1.5,,,,,1.7,0,0,0,0,2
03:16:00,1.5666666666666667,,,,,1.8,0,0,0,0,2
03:17:00,1.5,,,,,1.7,0,0,0,0,2
03:18:00,1.4500000000000002,,,,,1.8,0,0,0,0,1
03:19:00,1.55,,,,,2.0,0,0,0,0,1
03:20:00,2.05,,,,,3.0,0,0,0,0,1
03:21:00,1.1,,,,,,0,0,0,0,0
03:22:00,1.1,,,,,,0,0,0,0,0
